"4","Монитор супер. Брал не здесь."
"5","Користуюсь 6 місяців: кути огляду хороші, підставка достатньо жорстка, при потраплянні сонячних променів відблиск мінімальний, за весь день роботи за цим монітором (10+ годин) не відчувається втоми, а також дискомфорту очей при виході на вулицю в сонячну погоду можливо можна було б при такій діагоналі і більше розширення, але FullHD теж непогано, відсутній ефект великих пікселів"
"5","Купил данный монитор на ""розетке"" спасибо ,первые впечатлениЯ довольно хорошие,монитор очень яркий,симпотичный дизайн ,легок в управлении,брал для пс4,полет отличный,цвета хорошие,ктото писал про пиксели,их вообще не видно,монитор хороший для этой цены,советую..."
"4","Хороший монітор середнього класу. Купував не тут. Після 19"" привик зразу, сиджу від 65 до 95 см, голова не болить і дискомфорту не викликає. Кажу зразу, що якогось надзвичайного Вау ефекту не очікуйте, монітор хороший, в іграх грати приємніше, викликає враження більш об'ємності зображення, дивитись фільми також комфортно ну і при роботі з браузерами та текстовими редакторами нічого не мішає. Найбільший мінус це засвічування внизу в 2-3 місцях, якщо дивитись зверху дуже добре видно при макс яскравості, але вночі грав ігри і не кидається в очі. Також для монітора потрібна додаткове підвищення на сантиметрів 10-15 для високих. Ну і хто в 2017 році ставить VGA кабель до моніторів?! Про покупку не жалію."
"4","Всем доброго здравия! Отдельная благодарность Вашему магазу за реакцию на заказ и оперативную доставку на следующий день. Заявку делал за пару дней до праздника и был уверен, что получу товар уже после выходных, но,.. приехал раньше. Вопреки моей неприязни к некоторой продукции корпорации Samsung, монитор приятно порадовал. Повреждений, изъянов, фабричных браков при визуальном осмотре обнаружено не было - пиксели на матрице целы, корпус и дисплей не покоцаны, грамотно и плотно запакован (консультант говорил, что целостность товара магаз не проверяет, реализует ""как есть"" от поставщика, а гарантия при обращении с претензиями действует). Конечно же после моего древненького sxga-шного (1280х1024) монитора, это монстрище на столе выглядело как то первично дико и непривычно. В плане изображения первоначально было аналогичное восприятие. Думалось, что глазам да и голове, походу, покою не будет покрыть такое расстояние от края до края дисплея, ан, нет! Ширины стола вволю хватило, чтобы комфортно разместить панельку перед мордой и адекватно без лишних движений башкой наблюдать за происходящим на экране. А изначально ориентировался на диагональ 23.5. Оказалось - зря, маловасто бы уже было. Сравнивать с тем моником, что был и с этим, что сменил его на своем посту, радикально нет никакого смысла: подсветка на лампах версус подсветка на светодиодах!.. Ну... и все. Для своей ценовой категории агрегат в достаточной мере, на мой взгляд, сочетает в себе технологичность, практичность и качество более дорогих изделий подобного фактора. Стоимость монитора при его то габаритах, функционалу, фирменных фичах и прочих приблудах весьма оправдана. Тем более, наличие поддержки AMD Freesync на борту - для Radeonщиков современного формата это шикарный ништяк в пользу качественного отбражения отрисовки железякой картинки на экране. У меня же NVIDIA - но и я от этого не страдаю. С NVIDIA G-Sync этот бы моник перевалил бы по цене за отметку в $560, а так, относительно доступная вещь с адекватным игровым потенциалом. Смотреть фильмы, копаться в инете, обрабатывать фотки и видео, малевать в 3d, 2d-редакторах, в принципе, на данном дисплее - одно удовольствие. А вот работать с документарием, таблицами, какой-нибудь не шибко красочной бухгалтерией, не очень уж комфортно. А если уж попытаться оптимизировать изображение в неплохом наборе присутствующих на борту настроек, то и последний вопрос отпадет сам собой. Но, впрочем кривизна дисплея, для этих моментов, возможно, будет и минусом. Да и брать такую диагональ сугубо под текстово-табличные нужды - извращенство!) Пресетов в настройках дисплея в полной мере достаточно, как и в любом современном мониторе. Есть и автоматические оптимизации и ручные сеттинги - от настройки rgb-каналов и коррекции изображения в целом, до позиционирования и калибровки картинки на экране. Если уж и этого будет недостаточно, то настройки видеодрайвера с панели управления Вам в помощь. Углы обзора, они и в Африке углы обзора - просто комфортные. Имеет место при значительном отклонении наблюдателя на угол, навскидку, примерно градусов 150, некоторая синева изображения. Но мониторить картинку с подобного угла, это уже глупо. Имеют место мелкие засветы от подсветки в нижних углах монитора, при отображении монотонно черного цвета. Да и видны они, только, если смотреть на монитор сверху с угла в градусов этак около 140-160. А если уж положение вещей заставляет глазеть на экран с такого ракурса, то подставка с кронштейном имеют возможность поворота в вертикальной плоскости. Собственно, если кто желает приобрести себе в компьютерное, консольное, мультимедийное хозяйство шикарную, качественную, практичную, оптимальную по цене и возможностям вещь (о надежности пока говорить рано - недолго у меня машинка работает)), то обратите внимание на этот вполне отвечающий нынешним техническим требованиям и запросам потребителя монитор. Надеюсь, вы останетесь довольны. С уважением и, приятных Всем покупок!"
"3","Монитор как-то сразу не очень понравился. После пары часов стало уже лучше и приятнее для глаз. Удивило наличие 2х битых пикселей! давно такого не встречал на самсунговских экранах. Они не очень бросаются в глаза и больше похожи на пыль (может это она и есть), но факт! Плюс до сих пор не могу привыкнуть к шрифту в браузере. На некоторых сайтах как-то странно двоится, непривычно всё это. В общем, 3 из 5."
"5","Как ни странным может показаться, я выбрал и купил этот монитор при том условии, что в игры совсем не играю... Долго я присматривался к мониторам на 27 дюймов, с целью заменить стандартный экран 15 дюймов на рабочем ноутбуке (1366px), и наконец выбрал... В основе лежал факт того, что у меня начало падать зрение и мелкие элементы на экране вызывали чрезмерное напряжение при длительной работе, да и рабочее поле маловато было. Сначала подумал, что монитора Full HD при диагонали 23-24 дюйма вполне будет достаточно. Однако, усомнился я и поехал в Розетку, чтобы воочию присмотреться. К сожалению, в выставочном зале оказалось совсем немного мониторов, но стояли все диагонали других брендов, а загнутый Самсунг был только маленький (23,5). Но, его-то мне и хватило, чтобы принять окончательное решение в пользу этой модели - качество картинки отличалось от рядом стоящих, и сильно. А по размеру - представление сложилось вполне однозначное - надо брать экран по-больше... Очень было кстати, что консультант напомнил мне о том, что если подключить такой монитор к ноутбуку через HDMI, то нужно быть уверенным, что видеокарта ноута выдает разрешение 1920х1080, а иначе нет смысла заморачиваться... Проверил дома характеристики (nVidia Geforce GT540m Cuda) - оказалось все ОК. Из впечатлений: после маленького монитора этот показался просто огромным! К размерам привыкал примерно два дня - по началу даже голова кружилась немного, но на третий день уже не замечал размер - как будто всегда за ним работал. Кривизна экрана заметна только в таблицах офисных, но не мешает и не раздражает. Боялся, что будут битые пиксели, но все обошлось. Ножка монитора довольно крепкая, стоит уверенно (в отличии от других брендов в таком размере). Кабеля HDMI в комплекте нет, но у меня был свой. Не смотря на то, что диагональ экрана я увеличил почти в два раза, отодвигать его дальше от глаз не пришлось - стоит на том-же расстоянии, что и ноутбук был. Единственное отличие - раньше только глазами по экрану водил, а теперь и шея работает немножко... :)) Всякие там ""засветы - подсветы"" по рамке я не увидел. Яркость стандартной настройки пришлось сильно по-убавить, до 40% - дефолтная яркость была словно прожектор... Каждый, кто собрался покупать этот монитор, должен понимать, что в природе есть и по-лучше техника, но за $270 - это прекрасное решение, как по мне... Предыдущий отзыв на этой странице был крайне негативным, и был опубликован как-раз в момент моего нажатия кнопки ""Купить"", чем сильно заставил меня усомниться в выборе. Однако, я все-же решил купить именно этот монитор и не пожалел ни на секунду - просто отличный монитор! Для принятия правильного решения в таких случаях очень важно находиться рядом с товаром - попытаться почувствовать его - ""твое это или нет"". В общем, от монитора я в восторге, чего и вам желаю. P.S. К монитору прилагался подарок - батарейку Xiaomi Mi Power Bank 5000 mAh - мелочь, а в хозяйстве сгодиться!... :)"
"2","товар вернул. к покупке не рекомендую"
"5","Отличный монитор как для игр, так и для работы. Первое время немного непривычно, но через пару дней все ок."
"5","Добрый день! Подскажите, как его лучше подключить к видеокарте, HDMI или VGA? Спасибо!"
"5","Монітор просто казка. Зображення, дизайн, розмір - всі параметри просто чудові, як монітора для домашнього компьютера. Перегляд фільмів - одна насолода! Зручно працювати з текстовими та графічними документами. Хороша, адекватна ціна."
"5","Отличный монитор !"
"5","Я счастлив ! =)"
"5","Крутий монітор. Я взагалі в захваті. Але немає авторегулювання інтенсивності. Режим відпочинку очей - бімба. Велика діагональ це круто) Тим, хто думає, брати 27"" чи менше - беріть 27""! До діагоналі звикнете за 2-3 дні і не пожалкуєте. Для нього треба щоб стіл був не дуже малий в ширину, або ставити його в кут, бо його радіус кривизни (ну і діагональ) дає максимальний комфорт тоді, коли голова розміщується десь в орієнтованому центрі радіусу. Фільми дивитися - це взагалі саме задоволення) За іграшки взагалі мовчу! Особливо, в режимі гри! От якби йому ціну на 1500 грн. менше - це був би ідеальний монітор. P.S. Краще підключайте на HDMI. Якщо у вас відеокарта підтримує FreeSync - то тільки HDMI, бо по VGA монітор не підтримуватиме цього режиму."
"4","Отличный монитор только пришлось покопаться в настройках что бы сделать картинку приятной для глаза"
"5","Отличный монитор для своих денег. Понравился режим игра. Супер качество картинки."
